1175,grasp,AnyHand,ring2
1177,move,ring2,-7.005727,-0.23296037,2.3777616,-0.011293298,-0.059454493,-2.0826862
1178,move,ring2,-7.029617,-0.23295847,4.0758076,-0.011293298,-0.059454493,-2.0826862
1179,move,ring2,-7.0968084,-0.23295274,5.137925,-0.011293298,-0.059454493,-2.0826862
1180,move,ring2,-7.094513,-0.23294702,6.3606443,-0.011293298,-0.059454493,-2.0826862
1181,move,ring2,-7.071322,-0.23294607,7.759392,-0.011293298,-0.059454493,-2.0826862
1182,move,ring2,-7.0894647,-0.23294225,9.048418,-0.011293298,-0.059454493,-2.0826862
1183,move,ring2,-5.8764925,-0.23294798,10.241113,-0.011293298,-0.059454493,-2.0826862
1184,move,ring2,-1.1541896,-0.23293653,10.857222,-0.011293298,-0.059454493,-2.0826862
1185,move,ring2,0.10476208,-0.23293272,10.710493,-0.011293298,-0.059454493,-2.0826862
1187,move,ring2,-0.1840024,-0.23292986,10.22,-0.011293298,-0.059454493,-2.0826862
1188,move,ring2,-0.2269826,-0.23293081,10.066981,-0.011293298,-0.059454493,-2.0826862
1189,move,ring2,-0.0230546,-0.23292986,9.935056,-0.011293298,-0.059454493,-2.0826862
1191,move,ring2,-0.06674099,-0.23292986,9.868183,-0.011293298,-0.059454493,-2.0826862
