939,grasp,AnyHand,ring1_6
941,move,ring1_6,-0.04219161,-0.19157206,3.25988,-0.002460878,0.0029700876,-2.415728
941,move,ring2,-6.9309783,-0.20147334,1.749858,0.004632753,0.002347087,-2.3608637
942,move,ring1_6,-0.06724611,-0.19157301,4.2424917,-0.002460878,0.0029700876,-2.415728
943,move,ring1_6,-0.04655599,-0.19157492,5.004429,-0.002460878,0.0029700876,-2.415728
944,move,ring1_6,0.059325412,-0.1915711,5.842725,-0.002460878,0.0029700876,-2.415728
945,move,ring1_6,0.076417685,-0.1915711,6.5639324,-0.002460878,0.0029700876,-2.415728
946,move,ring1_6,0.07115421,-0.19156729,7.4055967,-0.002460878,0.0029700876,-2.415728
947,move,ring1_6,0.06674084,-0.19156443,8.112025,-0.002460878,0.0029700876,-2.415728
948,move,ring1_6,0.041860387,-0.19156633,8.947195,-0.002460878,0.0029700876,-2.415728
949,move,ring1_6,-0.6083622,-0.19156633,10.101178,-0.002460878,0.0029700876,-2.415728
950,move,ring1_6,-4.183872,-0.19156538,10.678284,-0.002460878,0.0029700876,-2.415728
951,move,ring1_6,-5.228355,-0.19156156,10.433815,-0.002460878,0.0029700876,-2.415728
952,move,ring1_6,-6.0685515,-0.1915463,10.3510685,-0.002460878,0.0029700876,-2.415728
952,move,ring2,-6.925634,-0.22743069,1.7494376,-0.005137235,-0.004544863,-2.2986968
953,move,ring1_6,-6.499151,-0.19152819,10.26893,-0.002460878,0.0029700876,-2.415728
954,move,ring1_6,-7.0218897,-0.19152056,10.205563,-0.002460878,0.0029700876,-2.415728
971,move,ring1_6,-7.00852,-0.19151579,10.026134,-0.002460878,0.0029700876,-2.415728
972,move,ring1_6,-7.0693293,-0.19151197,9.844498,-0.002460878,0.0029700876,-2.415728
974,move,ring1_6,-7.055658,-0.19151102,9.742915,-0.002460878,0.0029700876,-2.415728
975,move,ring1_6,-6.9906006,-0.19151293,9.70263,-0.002460878,0.0029700876,-2.415728
