865,grasp,AnyHand,ring2
866,move,ring2,7.0199738,-0.11584855,3.0472646,0.014978651,0.0066533326,-1.898408
867,move,ring2,7.0269427,-0.11585236,3.8437867,0.014978651,0.0066533326,-1.898408
868,move,ring2,7.062026,-0.115862854,5.3402505,0.014978651,0.0066533326,-1.898408
869,move,ring2,7.105215,-0.1158743,7.010842,0.014978651,0.0066533326,-1.898408
870,move,ring2,7.0412393,-0.11588479,8.929222,0.014978651,0.0066533326,-1.898408
871,move,ring2,6.7252817,-0.11588765,10.071756,0.014978651,0.0066533326,-1.898408
872,move,ring2,2.5603566,-0.11589814,10.43339,0.014978651,0.0066533326,-1.898408
873,move,ring2,1.6470089,-0.11589528,10.601961,0.014978651,0.0066533326,-1.898408
874,move,ring2,1.5948744,-0.11589242,10.622232,0.014978651,0.0066533326,-1.898408
883,move,ring2,-0.9991301,-0.115897186,10.720577,0.014978651,0.0066533326,-1.898408
884,move,ring2,-6.4298,-0.11591817,9.668083,0.014978651,0.0066533326,-1.898408
885,move,ring2,-6.8475485,-0.11591435,9.8966465,0.014978651,0.0066533326,-1.898408
886,move,ring2,-6.9329348,-0.11590768,10.061777,0.014978651,0.0066533326,-1.898408
887,move,ring2,-7.0524907,-0.11590291,10.020407,0.014978651,0.0066533326,-1.898408
889,move,ring2,-6.9808693,-0.11590291,9.999403,0.014978651,0.0066533326,-1.898408
