1140,grasp,AnyHand,ring1_3
1141,move,ring1_6,6.949252,-0.19081073,1.7498564,-0.009999398,-0.0056674504,-3.2327259
1142,move,ring1_3,0.06360213,0.039083693,4.733016,0.008062831,-0.0037498954,15.716643
1143,move,ring1_3,0.044244684,0.039083693,5.0202723,0.008062831,-0.0037498954,15.716643
1144,move,ring1_3,0.0080650225,0.039081786,5.719677,0.008062831,-0.0037498954,15.716643
1145,move,ring1_3,-0.09899383,0.039097045,7.2408466,0.008062831,-0.0037498954,15.716643
1146,move,ring1_3,-0.14911401,0.039098952,7.9533167,0.008062831,-0.0037498954,15.716643
1147,move,ring1_3,-0.15176028,0.039095137,8.932998,0.008062831,-0.0037498954,15.716643
1148,move,ring1_3,1.173105,0.039095137,9.811797,0.008062831,-0.0037498954,15.716643
1149,move,ring1_3,5.506369,0.03909323,9.44401,0.008062831,-0.0037498954,15.716643
1150,move,ring1_3,6.586494,0.039097045,9.20165,0.008062831,-0.0037498954,15.716643
1151,move,ring1_6,6.9321446,-0.16349559,1.7499642,-0.005888944,-0.013799756,-3.160226
1151,move,ring1_3,6.88099,0.039098952,9.201649,0.008062831,-0.0037498954,15.716643
1152,move,ring1_3,6.917762,0.03910086,9.400241,0.008062831,-0.0037498954,15.716643
1153,move,ring1_3,6.957856,0.039098952,9.488233,0.008062831,-0.0037498954,15.716643
